0, 0, Header, 1, 3, 1024
1, 0, Start_track
1, 0, SMPTE_offset, 0, 0, 0, 0, 0
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, -1, "minor"
1, 0, Tempo, 499999
1, 0, Tempo, 416667
1, 0, Tempo, 416771
1, 43008, Tempo, 416771
1, 43264, Tempo, 419674
1, 43520, Tempo, 421054
1, 43776, Tempo, 424195
1, 44032, Tempo, 425604
1, 44288, Tempo, 428633
1, 44544, Tempo, 430254
1, 44800, Tempo, 431704
1, 45312, Tempo, 416771
1, 61440, Time_signature, 6, 2, 24, 8
1, 64512, Tempo, 416771
1, 64914, Tempo, 418132
1, 65316, Tempo, 419674
1, 65718, Tempo, 421054
1, 66120, Tempo, 421054
1, 66522, Tempo, 422619
1, 66924, Tempo, 424195
1, 67326, Tempo, 424195
1, 67584, Time_signature, 4, 2, 24, 8
1, 67584, Tempo, 416771
1, 77824, Tempo, 416771
1, 78080, Tempo, 419674
1, 78336, Tempo, 421054
1, 78592, Tempo, 424195
1, 78848, Tempo, 425604
1, 79104, Tempo, 428633
1, 79360, Tempo, 430254
1, 79616, Tempo, 431704
1, 80128, Tempo, 416771
1, 98304, Tempo, 416771
1, 98560, Tempo, 418132
1, 98816, Tempo, 419674
1, 99072, Tempo, 421054
1, 99328, Tempo, 421054
1, 99584, Tempo, 422619
1, 99840, Tempo, 424195
1, 100096, Tempo, 424195
1, 100352, Tempo, 416771
1, 102400, Tempo, 416771
1, 102656, Tempo, 418132
1, 102912, Tempo, 419674
1, 103168, Tempo, 421054
1, 103424, Tempo, 421054
1, 103680, Tempo, 422619
1, 103936, Tempo, 424195
1, 104192, Tempo, 424195
1, 104448, Tempo, 416771
1, 106496, Tempo, 416771
1, 106752, Tempo, 418132
1, 107008, Tempo, 419674
1, 107264, Tempo, 421054
1, 107520, Tempo, 421054
1, 107776, Tempo, 422619
1, 108032, Tempo, 424195
1, 108288, Tempo, 424195
1, 108544, Tempo, 416771
1, 110592, Tempo, 416771
1, 110848, Tempo, 419674
1, 111104, Tempo, 421054
1, 111360, Tempo, 424195
1, 111616, Tempo, 425604
1, 111872, Tempo, 428633
1, 112128, Tempo, 430254
1, 112384, Tempo, 431704
1, 112896, Tempo, 416771
1, 131072, Tempo, 416771
1, 131328, Tempo, 418132
1, 131584, Tempo, 419674
1, 131840, Tempo, 421054
1, 132096, Tempo, 421054
1, 132352, Tempo, 422619
1, 132608, Tempo, 424195
1, 132864, Tempo, 424195
1, 133120, Tempo, 416771
1, 135168, Tempo, 416771
1, 135424, Tempo, 418132
1, 135680, Tempo, 419674
1, 135936, Tempo, 421054
1, 136192, Tempo, 421054
1, 136448, Tempo, 422619
1, 136704, Tempo, 424195
1, 136960, Tempo, 424195
1, 137216, Tempo, 416771
1, 139264, Tempo, 416771
1, 139520, Tempo, 419674
1, 139776, Tempo, 421054
1, 140032, Tempo, 424195
1, 140288, Tempo, 425604
1, 140544, Tempo, 428633
1, 140800, Tempo, 430254
1, 141056, Tempo, 431704
1, 141568, Tempo, 416771
1, 149496, Tempo, 434784
1, 149504, Tempo, 434820
1, 165888, Key_signature, 0, "minor"
1, 184320, Tempo, 434820
1, 184576, Tempo, 437982
1, 184832, Tempo, 439675
1, 185088, Tempo, 442907
1, 185344, Tempo, 444447
1, 185600, Tempo, 447945
1, 185856, Tempo, 449517
1, 186112, Tempo, 451301
1, 186624, Tempo, 434820
1, 237569, Tempo, 434820
1, 237861, Tempo, 451301
1, 238153, Tempo, 468867
1, 238445, Tempo, 487852
1, 238737, Tempo, 508697
1, 239029, Tempo, 531122
1, 239321, Tempo, 555620
1, 243217, End_track
2, 0, Start_track
2, 0, Unknown_meta_event, 9, 26, 50, 45, 32, 84, 65, 83, 67, 65, 77, 32, 85, 83, 45, 49, 50, 50, 32, 77, 75, 73, 73, 32, 77, 73, 68, 73
2, 0, Title_t, "Klavier"
2, 0, Program_c, 0, 0
2, 0, Control_c, 0, 7, 111
2, 0, Control_c, 0, 10, 64
2, 0, Control_c, 0, 7, 120
2, 10, Note_on_c, 0, 62, 72
2, 10, Note_on_c, 0, 69, 86
2, 515, Note_off_c, 0, 62, 0
2, 545, Note_off_c, 0, 69, 0
2, 546, Note_on_c, 0, 65, 67
2, 546, Note_on_c, 0, 74, 81
2, 1023, Note_off_c, 0, 65, 0
2, 1053, Note_off_c, 0, 74, 0
2, 1054, Note_on_c, 0, 69, 68
2, 1054, Note_on_c, 0, 77, 82
2, 1528, Note_off_c, 0, 69, 0
2, 1558, Note_off_c, 0, 77, 0
2, 1559, Note_on_c, 0, 74, 67
2, 1559, Note_on_c, 0, 81, 81
2, 2578, Note_off_c, 0, 74, 0
2, 2578, Note_off_c, 0, 81, 0
2, 2579, Note_on_c, 0, 69, 67
2, 2579, Note_on_c, 0, 77, 81
2, 3053, Note_off_c, 0, 69, 0
2, 3083, Note_off_c, 0, 77, 0
2, 3084, Note_on_c, 0, 74, 68
2, 3084, Note_on_c, 0, 81, 82
2, 3558, Note_off_c, 0, 74, 0
2, 3588, Note_off_c, 0, 81, 0
2, 3589, Note_on_c, 0, 69, 75
2, 4095, Note_off_c, 0, 69, 0
2, 4100, Note_on_c, 0, 61, 72
2, 4100, Note_on_c, 0, 69, 86
2, 4611, Note_off_c, 0, 61, 0
2, 4641, Note_off_c, 0, 69, 0
2, 4642, Note_on_c, 0, 65, 67
2, 4642, Note_on_c, 0, 73, 81
2, 5119, Note_off_c, 0, 65, 0
2, 5149, Note_off_c, 0, 73, 0
2, 5150, Note_on_c, 0, 69, 68
2, 5150, Note_on_c, 0, 77, 82
2, 5624, Note_off_c, 0, 69, 0
2, 5654, Note_off_c, 0, 77, 0
2, 5655, Note_on_c, 0, 73, 67
2, 5655, Note_on_c, 0, 81, 81
2, 6674, Note_off_c, 0, 73, 0
2, 6674, Note_off_c, 0, 81, 0
2, 6675, Note_on_c, 0, 69, 67
2, 6675, Note_on_c, 0, 77, 81
2, 7149, Note_off_c, 0, 69, 0
2, 7179, Note_off_c, 0, 77, 0
2, 7180, Note_on_c, 0, 73, 68
2, 7180, Note_on_c, 0, 81, 82
2, 7654, Note_off_c, 0, 73, 0
2, 7684, Note_off_c, 0, 81, 0
